Номер БС,Адрес,Операторы 800 МГц,Операторы 1800 МГц,Операторы 2600 МГц,Широта,Долгота
310655,"г. Гомель, Советская, 87","V, L","M, V, L",,52.4483,30.999616667
310660,"г. Гомель, Волгоградская, 12","V, L","M, V, L",,52.408558333,30.957669444
310662,"г. Гомель, ул.Чечерская, 33а","V, L","M, V, L",,52.467277778,31.036777778
310668,"г. Гомель, ул. Юбилейная, 8",,"M, V, L",,52.457638889,31.002972222
310671,"г. Гомель, ул. Октября пр., 50",,"M, V, L",,52.406569444,30.934588889
310672,"г. Гомель, ул. Медицинская, 2",,"M, V, L",,52.397772222,30.908525
310673,"г. Гомель, ул. Лепешинского, 7","V, L","M, V, L",,52.477708333,31.000961111
310675,"г. Гомель, ул. Лазурная, 6",,"M, V, L",,52.410691667,30.927483333
310681,"г. Гомель, ул. Быховская, 106",,"M, V, L",,52.412777778,30.974788889
310686,"г. Гомель, ул. Октября пр., 13а","V, L","M, V, L",,52.408775,30.968897222
310687,"г. Гомель, ул. Октября пр., 44","V, L","M, V, L",,52.405969444,30.945183333
310689,"г. Гомель, ул. Интернациональная, 10","V, L","M, V, L",,52.421608333,31.006055556
310692,"г. Гомель, ул. Циолковского, 119а","V, L","M, V, L",,52.430333333,30.966194444
310693,"г. Гомель, ул. Федюнинского, 17",,"M, V, L",,52.479555556,30.989805556
310695,"г. Гомель, ул. Ильича, 286",,"M, V, L",,52.355527778,31.035727778
310698,"г. Гомель, ул. Студенческий пр-зд, 13а",,"M, V, L",,52.404705556,30.928422222
310699,"г. Гомель, ул. Шевченко, 27","V, L","M, V, L",,52.437611111,30.991
310700,"г. Гомель, ул. Владимирова, 12","V, L","M, V, L",,52.431111111,30.943027778
310703,"г. Гомель, ул. Хмельницкого, 124","V, L","M, V, L",,52.402861111,30.985527778
310711,п. Андреевка,"M, V, L",,,52.13402341,31.50548329
310712,"п. Баштан, 62Б","M, V, L",,,52.21533333,31.09803616
310713,вблизи д. Белев,"M, V, L",,,52.27868483,28.0220379
310714,вблизи п. Белицк,"M, V, L",,,52.93652983,30.41498895
310715,д. Березки,"M, V, L",,,52.39977778,31.09602783
310716,д. Березняки,"M, V, L",,,52.48741397,27.49597602
310717,д. Боец,"M, V, L",,,52.61747867,30.4622092
310718,д. Бобовичи ,"M, V, L",,,52.33727789,30.91228636
310720,"агрогордок Боровики, ул. Центральная, д. 191","M, V, L",,,52.55004137,29.85678188
310723,"г. Брагин, ул. Крылова, 7","M, V, L",,,51.77888477,30.26647667
310727,н.п. Буды,"M, V, L",,,52.30414497,27.45592698
310729,д. Новая Бухаловка,"M, V, L",,,52.28708827,30.96888105
310730,"г. Василевичи, ул. Козлова, 12","M, V, L",,,52.25236557,29.82733283
310732,д. Веселовка,"M, V, L",,,52.12650233,31.7281524
310733,вблизи д. Ветельская,"M, V, L",,,52.21107714,29.01777757
310735,"г. Ветка, ул. Громыко А.А., 33","M, V, L",,,52.55841723,31.1740151
310736,вблизи п. Веточка,"M, V, L",,,52.95042222,30.2704389
310737,вблизи агрогордок Волосовичи,"M, V, L",,,52.52998555,29.11077514
310738,н.п. Волчья Гора,"M, V, L",,,52.29822093,30.35411927
310739,"н.п. Перетрутовский Воротын, ул. А.Т. Шпака, 2г","M, V, L",,,52.35451389,29.00980833
310742,д. Глинная Слобода,"M, V, L",,,52.163676,29.729545
310743,"агрогордок Глушковичи, ул. Советская, д. 173А","M, V, L",,,51.55363228,27.78657742
310744,"агрогордок Горочичи, в районе ул. Заречная","M, V, L",,,52.254169259,29.442118579
310745,вблизи д. Гулевичи,"M, V, L",,,52.0812568,29.36679266
310746,д. Дедовка,"M, V, L",,,52.23886625,27.65458791
310748,д. Дербичи,"M, V, L",,,52.89630522,30.66122702
310750,"г. Добруш, пр-т Мира, 17","M, V, L",,,52.42421139,31.31210378
310751,"г. Добруш, ул. Лесная, 8","M, V, L",,,52.40063889,31.33808341
310752,"агрогордок Довск, ул. Рогачевская, 42А","M, V, L",,,53.15266389,30.44293613
310753,"агрогордок Дудичи, ул. Юбилейная, 12","M, V, L",,,52.17865278,29.34506667
310754,вблизи агрогордок Дуравичи,"M, V, L",,,52.70337316,30.7236974
310755,"г. Ельск, ул. Ленинская, 6","M, V, L",,,51.80319363,29.15322171
310758,"д. Жгуно-Буда,","M, V, L",,,52.35388181,31.25240697
310759,"г. Житковичи, ул. К. Маркса, 23","M, V, L",,,52.21746944,27.86065
310761,"г.Жлобин, ул. Ленинградская, 7а",,"M, V, L",,52.90288793,30.01087977
310764,"г. Жлобин, ул. Шоссейная, 133","V, L",,,52.86594444,30.01213889
310766,"г.Жлобин, ул. Промышленная, 37",,"M, V, L",,52.85325,29.99461112
310767,"г.Жлобин, ул. Первомайская, 76",,"M, V, L",,52.89355381,30.03240335
310769,"г.Жлобин, 16-й Микрорайон",,"M, V, L",,52.90212144,30.04760723
310770,"г.Жлобин, ул. Поплавская, 3б",,"M, V, L",,52.89601517,30.04340127
310771,"г.Жлобин, ул. К. Маркса, 3/1","V, L","M, V, L",,52.90936944,30.05073334
310773,"г.Жлобин, Мкр-н Ветка-Вирский","V, L","M, V, L",,52.88044378,30.09089069
310774,"г.Жлобин, 3-й Микрорайон, 3","V, L","M, V, L",,52.88303718,30.03501384
310775,"г.Жлобин, ул. Чапаева, 54",,"M, V, L",,52.88990278,30.0489139
310778,д. Забродье,"M, V, L",,,52.25946992,27.83723161
310781,"д. Замошье, пер. Садовый, д. 18Б","M, V, L",,,51.98026397,28.40400297
310782,вблизи агрогордка Заречье,"M, V, L",,,53.2061904,30.05910642
310783,"г.п. Заречье, ул. Спортивная, 33","M, V, L",,,52.43134722,30.07793334
310787,"п. Звонец, ул. Ленинградская, 33","M, V, L",,,53.23670833,30.4316389
310788,агрогордок Иговка,"M, V, L",,,52.35162381,31.42219736
310789,"Улуковский с/с, 21","M, V, L",,,52.45121573,31.07669956
310790,"г. Калинковичи, ул. Суркова, 10Б","V, L",,,52.13952778,29.35027778
310792,"г. Калинковичи, ул. Мира, 1","M, V, L",,,52.12625556,29.33777778
310793,"д. Каменка, ул. Советская, 27а","M, V, L",,,51.98383349,29.12424411
310796,вблизи аг. Козловичи,"M, V, L",,,52.37025556,29.35622778
310797,д. Колпень,"M, V, L",,,51.93854427,30.66375584
310798,н.п. Кольно,"M, V, L",,,52.13263869,27.89196301
310801,н.п. Конковичи,"M, V, L",,,52.16500445,28.69860887
310802,"г.п. Копаткевичи, ул. Интернациональная, 6","M, V, L",,,52.31266667,28.81897778
310805,"г.п. Корма, ул. Ленина, 25","M, V, L",,,53.13136805,30.80079974
310806,д. Короватичи,"M, V, L",,,52.23547438,30.11956375
310807,вблизи д. Королева Слобода-2,"M, V, L",,,52.92641525,29.33441725
310808,агрогордок Коротковичи,"M, V, L",,,52.79658952,29.81166386
310811,вблизи аг. Кочищи,"M, V, L",,,51.74576678,28.91528247
310813,п. Красный Камень,"M, V, L",,,52.27311242,31.57890199
310814,"п. Криничный, ул. Школьная, 2","M, V, L",,,51.99410278,29.32401667
310816,Широковкий с/с ,"M, V, L",,,52.7978309,30.73990328
310819,"г. Лельчицы, ул. Советская, 46","M, V, L",,,51.78714167,28.32781944
310821,агрогордок Литвиновичи,"V, L",,,53.18604291,30.85349825
310823,д. Луговая Вирня,"M, V, L",,,52.90659912,30.13193377
310824,агрогордок Лясковичи ,"M, V, L",,,52.11943783,28.16531383
310825,"д. Мазуры, ул. Полевая","M, V, L",,,51.86013314,29.21961248
310826,"агрогордок Малые Автюки, ул. Школьная","M, V, L",,,52.13402717,29.50382889
310827,н.п. Малые Селютичи,"M, V, L",,,52.29880393,28.19207305
310831,агрогордок Меркуловичи,"M, V, L",,,52.97897748,30.59845042
310832,д. Милоград,"M, V, L",,,52.50418498,30.26005197
310836,"г. Мозырь, бульвар Страконицкий, 14а","V, L",,,52.02863056,29.237725
310837,"г. Мозырь, ул. Студенческая, 12","V, L",,,52.05,29.26141667
310838,"г. Мозырь, бульвар Юности, 26","V, L",,,52.03293781,29.21330642
310839,"г. Мозырь, ул. Крупской, 12","V, L",,,52.04385803,29.24761306
310840,"г. Мозырь, ул. Интернациональная, 15","V, L",,,52.04205556,29.27526667
310842,"г. Мозырь, ул. Гагарина, 99","V, L",,,52.02422222,29.21730556
310843,"г. Мозырь, ул. Социалистическая, 120а","V, L",,,52.07811111,29.19966667
310845,"г. Петриков, ОАО ""Керамзитный завод""","M, V, L",,,52.20658786,28.59244811
310847,"г. Наровля, ул. Ленина В.И., 9","M, V, L",,,51.79678258,29.50698233
310849,д. Новая Гута,"M, V, L",,,52.10061368,30.97195914
310851,агрогордок Радуга,"M, V, L",,,52.58393635,31.08030918
310854,агрогордок Носовичи,"M, V, L",,,52.27423499,31.27028645
310856,д. Озераны,"M, V, L",,,52.0387,27.84816667
310857,"г.п. Октябрьский, ул. Партизанская, 51в","M, V, L",,,52.64733333,28.87791667
310858,д. Омельно,"M, V, L",,,53.02633385,29.6859172
310859,вблизи г.п. Паричи,"M, V, L",,,52.80178611,29.39836389
310860,н.п. Сосновка,"M, V, L",,,52.38366698,30.82978811
310861,д. Песочная Буда,"M, V, L",,,52.26169167,31.13954172
310862,"г. Петриков, ул. К. Маркса, 4","M, V, L",,,52.12608293,28.49378561
310865,вблизи агрогордка Полесье,"M, V, L",,,52.56638889,29.35805556
310866,д. Полостевичи,"M, V, L",,,52.37880282,27.45146568
310867,"агрогордок Поречье, ул. Советская, 34","M, V, L",,,52.63226825,28.74919152
310869,"п. Приднепровский, УП ""Санаторий ""Приднепровский""","M, V, L",,,53.08299401,30.19580605
310870,агрогордок Прудок,"M, V, L",,,52.0603915,29.11042754
310871,вблизи д. Раковичи,"M, V, L",,,52.68458472,29.35159054
310873,"г. Речица, ул. Советская, 66/2","V, L",,,52.36786113,30.39419193
310877,"г. Речица, ул. Сыдько, 27","V, L",,,52.3775,30.36611112
310878,"г. Речица, ул. Достоевского, 37",,"V, L",,52.356875381,30.408362573
310881,"г. Речица, ул. Урожайная, 7","V, L",,,52.34339714,30.4345816
310882,"г. Речица, ул. Чапаева, 57","V, L",,,52.3538069,30.38371295
310883,"г. Речица, ул. Фрунзе, 1","V, L",,,52.36858886,30.42752988
310885,д. Ровенская Слобода,"M, V, L",,,52.22064494,30.31976649
310888,"г. Рогачев, ул. Владислава Волкова, 36а",,"V, L",,53.066166667,29.986972228
310889,"г. Рогачев, ул. Октябрьская, 18","V, L",,,53.08695,30.05430556
310890,"г. Рогачев, ул. Гоголя, 53","V, L",,,53.09294469,30.04120174
310891,"г. Рогачев, ул. Кирова, 31","V, L",,,53.06891629,30.01824635
310892,"г. Рогачёв, ул. Набережная, 78/1","V, L",,,53.10277778,30.06522223
310894,д. Руденка,"M, V, L",,,52.78939722,30.25618612
310897,"агрогордок Светиловичи, ул. Ленина В.И., 4","M, V, L",,,52.79419167,31.32124452
310902,"г. Светлогорск, ул. Мирошниченко, 7","V, L",,,52.63061502,29.75640018
310903,"г. Светлогорск, ул. Социалистическая, 53","V, L",,,52.63819956,29.73841444
310905,"г. Светлогрск, пр-д Белтелекомовский, 6-2","V, L",,,52.62792708,29.73892542
310907,"г. Светлогорск, ул. Титова, 5Б","V, L",,,52.63755691,29.70888464
310909,"агрогордок Симоничи, пер. Рабочий, 36В","M, V, L",,,51.88580607,28.06464084
310910,д. Скрыгалов,"M, V, L",,,52.10289676,28.82157419
310911,Слободской с/с,"M, V, L",,,52.04624827,28.99844256
310912,н.п. Словечно,"M, V, L",,,51.63088736,29.0683773
310915,н.п. Сосновец,"M, V, L",,,52.23573931,28.43165124
310916,агрогордок Старое Село,"M, V, L",,,52.52607589,31.13844893
310917,н.п. Старокрасное,"M, V, L",,,52.39157291,30.15101696
310918,вблизи д. Степы,"M, V, L",,,52.92681255,29.61319065
310919,д. Столбун,"M, V, L",,,52.79922432,31.39162529
310922,д. Судовица,"M, V, L",,,52.73305147,29.52087737
310923,н.п. Сырод ,"M, V, L",,,52.11485885,29.42666504
310925,"н.п. Тереховка, ул. Ленина, 31","M, V, L",,,52.21986111,31.42573064
310926,д. Терюха,"M, V, L",,,52.20018312,31.00144318
310927,агрогордок Тихиничи,"M, V, L",,,53.15930098,29.86402165
310928,"н.п. Туров, ул. Комсомольская, 2","M, V, L",,,52.07183231,27.72551622
310929,"д. Туровичи, в районе ул. Победы","M, V, L",,,52.26633758,29.28582807
310930,д. Турцевичи,"M, V, L",,,52.16909722,29.21551111
310931,п. Уборок,"M, V, L",,,52.38747674,31.59617762
310932,агрогордок Уборок,"M, V, L",,,52.04692222,30.50692495
310933,"н.п. Уваровичи, пер. Больничный, 28","M, V, L",,,52.60255058,30.72248695
310934,н.п. Узнож,"M, V, L",,,52.4754856,29.97432162
310935,"г. Гомель, пр-д Энергостроителей, 2/6","M, V, L",,,52.448737,30.81654871
310936,"н.п. Урицкое, ул. Ятченко, 4","M, V, L",,,52.46716927,30.80481566
310940,"агрогордок Холмеч, ул. Коммунальная, 7","M, V, L",,,52.15332036,30.61826853
310941,"Марковичский с/с, 7","M, V, L",,,52.1484478,31.12703782
310942,н.п. Хусное,"M, V, L",,,52.22248263,28.81434207
310943,агрогордок Хутор,"M, V, L",,,52.50368228,29.74399731
310948,агрогордок Чирковичи,"M, V, L",,,52.66422994,29.65884139
310949,"д. Чкалово, ул. Пролетарская, 178Б","M, V, L",,,52.27503889,30.88523892
310952,вблизи агрогордка Юровичи,"M, V, L",,,51.94318339,29.54133341
311912,"г. Гомель, Индустриальный пр-зд, 1а",,"M, V, L",,52.432666667,30.928
312243,"г. Мозырь, ул. В. Хоружей, 16","V, L",,,52.08805556,29.22872222
312258,"н.п. Красный Берег, ул. Кооперативная, 3","V, L",,,52.95163946,29.78109901
